file_name,start_point,end_point,x_offset,effectiveness
DLC-424,"[252, 585]","[338, 588]",55,valid
DLC-416,"[221, 586]","[307, 587]",55,valid
DLC-408,"[243, 586]","[276, 588]",54,valid
DLC-400,"[244, 586]","[297, 588]",55,valid
DLC-392,"[264, 586]","[299, 588]",56,valid
DLC-384,"[268, 587]","[320, 587]",55,valid
DLC-376,"[287, 587]","[323, 586]",56,valid
DLC-368,"[291, 584]","[343, 586]",56,valid
DLC-360,"[259, 585]","[347, 585]",57,valid
DLC-352,"[280, 586]","[316, 587]",55,valid
DLC-344,"[284, 587]","[335, 587]",54,valid
DLC-336,"[253, 585]","[338, 585]",54,valid
DLC-328,"[273, 584]","[307, 586]",55,valid
DLC-320,"[276, 587]","[328, 588]",55,valid
DLC-312,"[297, 586]","[331, 587]",55,valid
DLC-304,"[300, 586]","[352, 588]",55,valid
DLC-296,"[270, 586]","[355, 587]",55,valid
DLC-288,"[238, 585]","[325, 586]",56,valid
DLC-280,"[259, 587]","[294, 589]",54,valid
DLC-272,"[261, 586]","[313, 588]",56,valid
DLC-264,"[229, 585]","[317, 587]",56,valid
DLC-256,"[250, 585]","[285, 586]",56,valid
DLC-248,"[253, 585]","[306, 586]",56,valid
DLC-240,"[273, 587]","[309, 588]",56,valid
DLC-232,"[277, 587]","[329, 588]",54,valid
DLC-224,"[244, 586]","[331, 587]",55,valid
DLC-216,"[265, 586]","[299, 587]",54,valid
DLC-208,"[267, 584]","[319, 587]",55,valid
DLC-200,"[286, 585]","[322, 588]",56,valid
DLC-192,"[290, 587]","[342, 588]",55,valid
DLC-184,"[257, 586]","[345, 587]",55,valid
DLC-176,"[277, 588]","[312, 589]",55,valid
DLC-168,"[280, 587]","[332, 589]",54,valid
DLC-160,"[248, 586]","[334, 588]",56,valid
DLC-152,"[269, 588]","[304, 589]",55,valid
DLC-144,"[272, 587]","[324, 589]",56,valid
DLC-136,"[241, 585]","[328, 587]",55,valid
DLC-128,"[261, 585]","[296, 586]",55,valid
DLC-120,"[264, 587]","[316, 587]",56,valid
DLC-112,"[233, 585]","[320, 586]",55,valid
DLC-104,"[252, 585]","[288, 586]",56,valid
DLC-96,"[256, 586]","[308, 587]",54,valid
DLC-88,"[223, 586]","[310, 586]",55,valid
DLC-80,"[243, 587]","[278, 588]",56,valid
DLC-72,"[247, 587]","[299, 586]",54,valid
DLC-64,"[266, 588]","[301, 588]",56,valid
DLC-56,"[269, 586]","[322, 588]",55,valid
DLC-48,"[237, 586]","[324, 589]",55,valid
DLC-40,"[257, 587]","[292, 588]",55,valid
DLC-32,"[260, 585]","[312, 586]",54,valid
DLC-24,"[281, 587]","[314, 588]",55,valid
DLC-16,"[283, 586]","[336, 586]",57,valid
DLC-8,"[252, 587]","[340, 587]",56,valid
DLC0,"[273, 587]","[308, 588]",55,valid
DLC8,"[276, 586]","[328, 589]",54,valid
DLC16,"[244, 586]","[330, 586]",55,valid
DLC24,"[265, 586]","[299, 588]",55,valid
DLC32,"[268, 588]","[320, 589]",55,valid
DLC40,"[238, 587]","[323, 589]",56,valid
DLC48,"[260, 586]","[294, 588]",55,valid
DLC56,"[263, 586]","[315, 588]",56,valid
DLC64,"[233, 586]","[319, 586]",54,valid
DLC72,"[252, 586]","[287, 589]",56,valid
DLC80,"[256, 584]","[308, 589]",55,valid
DLC88,"[276, 585]","[311, 586]",56,valid
DLC96,"[280, 584]","[332, 586]",55,valid
DLC104,"[249, 585]","[335, 587]",55,valid
DLC112,"[268, 587]","[304, 587]",56,valid
DLC120,"[272, 588]","[324, 589]",56,valid
DLC128,"[292, 585]","[328, 588]",55,valid
DLC136,"[295, 588]","[347, 588]",55,valid
DLC144,"[263, 588]","[350, 587]",54,valid
DLC152,"[231, 587]","[317, 587]",56,valid
DLC160,"[251, 584]","[287, 587]",56,valid
DLC168,"[255, 585]","[307, 588]",56,valid
DLC176,"[275, 586]","[311, 587]",56,valid
DLC184,"[278, 585]","[331, 587]",56,valid
DLC192,"[246, 586]","[334, 587]",55,valid
DLC200,"[267, 587]","[301, 588]",55,valid
DLC208,"[268, 587]","[322, 588]",56,valid
DLC216,"[289, 587]","[324, 588]",55,valid
DLC224,"[293, 587]","[344, 588]",54,valid
DLC232,"[259, 587]","[347, 587]",56,valid
DLC240,"[229, 587]","[315, 589]",54,valid
DLC248,"[248, 584]","[283, 585]",56,valid
DLC256,"[251, 586]","[304, 590]",55,valid
DLC264,"[272, 587]","[306, 588]",54,valid
DLC272,"[275, 586]","[326, 589]",54,valid
DLC280,"[294, 587]","[329, 588]",56,valid
DLC288,"[297, 587]","[350, 588]",55,valid
DLC296,"[266, 587]","[352, 588]",55,valid
DLC304,"[233, 587]","[321, 586]",56,valid
DLC312,"[254, 587]","[289, 588]",56,valid
DLC320,"[258, 586]","[310, 588]",55,valid
DLC328,"[278, 586]","[313, 587]",54,valid
DLC336,"[280, 589]","[332, 590]",55,valid
DLC344,"[249, 588]","[335, 589]",55,valid
DLC352,"[269, 588]","[304, 588]",55,valid
DLC360,"[273, 586]","[324, 589]",54,valid
DLC368,"[241, 587]","[327, 589]",55,valid
DLC376,"[261, 586]","[296, 590]",56,valid
DLC384,"[264, 587]","[317, 589]",55,valid
DLC392,"[284, 587]","[319, 589]",55,valid
DLC400,"[286, 588]","[339, 590]",55,valid
DLC408,"[306, 588]","[341, 589]",55,valid
DLC416,"[310, 589]","[361, 590]",54,valid
DLC424,"[278, 588]","[364, 589]",55,valid
DLC432,"[299, 588]","[333, 589]",55,valid
DLC440,"[301, 588]","[354, 589]",56,valid
DLC448,"[272, 586]","[357, 589]",55,valid
DLC456,"[292, 588]","[327, 589]",54,valid
DLC464,"[295, 589]","[346, 591]",55,valid
DLC472,"[265, 586]","[350, 592]",54,valid
DLC480,"[284, 587]","[319, 590]",55,valid
DLC488,"[288, 592]","[339, 595]",56,valid
DLC496,"[257, 585]","[344, 588]",56,valid
DLC504,"[278, 594]","[313, 595]",55,valid
DLC512,"[281, 589]","[333, 588]",56,valid
DLC520,"[250, 587]","[337, 590]",55,valid
DLC528,"[271, 587]","[305, 589]",54,valid
DLC536,"[274, 588]","[325, 589]",55,valid
DLC544,"[242, 588]","[329, 590]",55,valid
DLC552,"[262, 588]","[297, 589]",56,valid
DLC560,"[266, 589]","[318, 590]",55,valid
DLC568,"[234, 588]","[321, 589]",56,valid
DLC576,"[254, 588]","[290, 586]",57,valid
DLC584,"[258, 588]","[311, 590]",56,valid
DLC592,"[278, 589]","[314, 590]",56,valid
DLC600,"[282, 588]","[334, 590]",54,valid
DLC608,"[285, 589]","[336, 591]",54,valid
DLC616,"[304, 590]","[339, 590]",55,valid
DLC624,"[273, 588]","[359, 589]",55,valid
DLC632,"[241, 590]","[328, 591]",54,valid
DLC640,"[208, 589]","[295, 591]",55,valid
DLC648,"[228, 588]","[263, 589]",56,valid
DLC656,"[231, 590]","[284, 591]",56,valid
DLC664,"[251, 589]","[287, 589]",55,valid
DLC672,"[253, 586]","[306, 589]",57,valid
DLC680,"[275, 590]","[310, 591]",55,valid
DLC688,"[277, 591]","[330, 594]",55,valid
DLC696,"[245, 589]","[332, 591]",54,valid
DLC704,"[265, 588]","[299, 589]",55,valid
DLC712,"[268, 591]","[320, 590]",55,valid
DLC720,"[236, 589]","[323, 591]",55,valid
DLC728,"[257, 589]","[291, 589]",54,valid
DLC736,"[260, 588]","[311, 589]",55,valid
DLC744,"[280, 589]","[315, 591]",55,valid
DLC752,"[283, 589]","[335, 591]",55,valid
DLC760,"[251, 589]","[338, 591]",55,valid
DLC768,"[219, 589]","[306, 590]",54,valid
DLC776,"[239, 589]","[273, 590]",56,valid
DLC784,"[242, 590]","[295, 593]",56,valid
DLC792,"[212, 588]","[298, 590]",55,valid
DLC800,"[231, 589]","[267, 590]",55,valid
DLC808,"[234, 592]","[286, 591]",55,valid
DLC816,"[255, 589]","[289, 593]",56,valid
DLC824,"[259, 589]","[311, 591]",56,valid
DLC832,"[228, 589]","[315, 591]",54,valid
DLC840,"[248, 589]","[282, 590]",55,valid
DLC848,"[250, 589]","[303, 592]",56,valid
DLC856,"[272, 589]","[306, 591]",56,valid
DLC864,"[278, 589]","[328, 591]",55,valid
DLC872,"[244, 588]","[333, 590]",57,valid
DLC880,"[266, 588]","[301, 590]",55,valid
DLC888,"[270, 589]","[321, 591]",55,valid
DLC896,"[238, 589]","[325, 592]",55,valid
DLC904,"[259, 591]","[293, 591]",55,valid
DLC912,"[261, 591]","[314, 592]",57,valid
DLC920,"[233, 592]","[318, 593]",53,valid
DLC928,"[253, 591]","[286, 592]",55,valid
DLC936,"[256, 591]","[308, 593]",56,valid
DLC944,"[276, 592]","[312, 595]",57,valid
DLC952,"[279, 592]","[333, 592]",56,valid
DLC960,"[300, 592]","[335, 594]",56,valid
DLC968,"[303, 593]","[356, 593]",55,valid
DLC976,"[272, 593]","[358, 593]",54,valid
DLC984,"[240, 592]","[326, 593]",56,valid
DLC992,"[261, 593]","[296, 593]",55,valid
DLC1000,"[264, 593]","[316, 594]",55,valid
DLC1008,"[232, 592]","[319, 594]",57,valid
DLC1016,"[253, 592]","[289, 594]",57,valid
DLC1024,"[256, 592]","[310, 594]",54,valid
DLC1032,"[224, 595]","[310, 595]",55,valid
DLC1040,"[245, 593]","[279, 595]",55,valid
DLC1048,"[246, 593]","[300, 593]",56,valid
DLC1056,"[250, 593]","[302, 596]",56,valid
DLC1064,"[271, 595]","[306, 596]",55,valid
DLC1072,"[238, 595]","[326, 596]",55,valid
DLC1080,"[258, 594]","[293, 594]",56,valid
DLC1088,"[262, 594]","[314, 596]",55,valid
DLC1096,"[229, 594]","[317, 596]",55,valid
DLC1104,"[249, 594]","[284, 595]",57,valid
DLC1112,"[252, 595]","[306, 595]",55,valid
DLC1120,"[220, 595]","[307, 596]",55,valid
DLC1128,"[189, 595]","[275, 596]",55,valid
DLC1136,"[209, 595]","[244, 598]",55,valid
DLC1144,"[211, 596]","[264, 598]",55,valid
DLC1152,"[231, 596]","[266, 598]",55,valid
DLC1160,"[235, 596]","[286, 598]",55,valid
DLC1168,"[255, 596]","[290, 598]",55,valid
DLC1176,"[257, 596]","[310, 597]",55,valid
DLC1184,"[277, 596]","[312, 597]",56,valid
DLC1192,"[280, 596]","[333, 597]",55,valid
DLC1200,"[248, 595]","[335, 597]",55,valid
DLC1208,"[267, 593]","[303, 595]",57,valid
DLC1216,"[272, 594]","[324, 594]",54,valid
DLC1224,"[241, 591]","[326, 594]",54,valid
DLC1232,"[262, 592]","[295, 593]",54,valid
DLC1240,"[266, 591]","[316, 593]",54,valid
DLC1248,"[234, 589]","[320, 593]",55,valid
DLC1256,"[254, 588]","[289, 592]",56,valid
DLC1264,"[258, 591]","[310, 596]",55,valid
DLC1272,"[228, 595]","[313, 598]",55,valid
DLC1280,"[198, 601]","[283, 601]",54,valid
DLC1288,"[218, 599]","[252, 601]",55,valid
DLC1296,"[224, 598]","[273, 604]",54,valid
DLC1304,"[245, 603]","[278, 604]",54,valid
DLC1312,"[250, 600]","[299, 601]",56,valid
DLC1320,"[221, 603]","[306, 605]",55,valid
DLC1328,"[242, 603]","[276, 606]",54,valid
DLC1336,"[246, 606]","[296, 608]",56,valid
DLC1344,"[219, 609]","[302, 610]",56,valid
DLC1352,"[193, 615]","[275, 618]",53,valid
DLC1360,"[213, 615]","[246, 615]",55,valid
DLC1368,"[218, 618]","[268, 619]",55,valid
DLC1376,"[206, 610]","[272, 608]",55,invalid
DLC1384,"[226, 607]","[299, 605]",55,invalid
DLC1392,"[248, 601]","[317, 606]",55,invalid
DLC1400,"[243, 615]","[313, 616]",55,invalid
DLC1408,"[256, 612]","[342, 615]",55,invalid
DLC1416,"[256, 612]","[339, 610]",55,invalid
DLC1424,"[258, 623]","[343, 622]",55,invalid
DLC1432,"[270, 623]","[371, 624]",55,invalid
DLC1440,"[259, 612]","[347, 611]",55,invalid
DLC1448,"[262, 609]","[345, 610]",55,invalid
DLC1456,"[290, 609]","[387, 611]",55,invalid
DLC1464,"[305, 609]","[366, 611]",55,invalid
DLC1472,"[244, 618]","[333, 619]",55,invalid
DLC1480,"[267, 618]","[364, 618]",55,invalid
DLC1488,"[291, 615]","[382, 616]",55,invalid
DLC1496,"[268, 623]","[353, 626]",55,invalid
DLC1504,"[274, 620]","[366, 621]",55,invalid
DLC1512,"[317, 618]","[381, 621]",55,invalid
DLC1520,"[244, 615]","[358, 615]",55,invalid
DLC1528,"[264, 624]","[392, 622]",55,invalid
DLC1536,"[286, 619]","[405, 622]",55,invalid
DLC1544,"[276, 621]","[387, 621]",55,invalid
DLC1552,"[279, 620]","[383, 617]",55,invalid
DLC1560,"[289, 615]","[365, 619]",55,invalid
DLC1568,"[267, 625]","[354, 624]",55,invalid
DLC1576,"[292, 626]","[367, 634]",55,invalid
DLC1584,"[277, 629]","[363, 623]",55,invalid
DLC1592,"[285, 623]","[388, 624]",55,invalid
DLC1600,"[276, 623]","[342, 623]",55,invalid
DLC1608,"[268, 623]","[391, 622]",55,invalid
DLC1616,"[306, 616]","[405, 622]",55,invalid
DLC1624,"[295, 628]","[390, 633]",55,invalid
DLC1632,"[287, 626]","[393, 628]",55,invalid
DLC1640,"[355, 640]","[438, 638]",55,invalid
DLC1648,"[289, 644]","[363, 641]",55,invalid
DLC1656,"[292, 641]","[354, 634]",55,invalid
DLC1664,"[291, 628]","[366, 630]",55,invalid
DLC1672,"[271, 626]","[382, 621]",55,invalid
DLC1680,"[291, 634]","[380, 632]",55,invalid
DLC1688,"[224, 639]","[339, 634]",55,invalid
DLC1696,"[270, 644]","[354, 644]",55,invalid
DLC1704,"[273, 644]","[348, 641]",55,invalid
DLC1712,"[296, 625]","[369, 627]",55,invalid
DLC1720,"[278, 629]","[378, 632]",55,invalid
DLC1728,"[306, 631]","[410, 632]",55,invalid
DLC1736,"[279, 632]","[424, 635]",55,invalid
DLC1744,"[296, 640]","[372, 641]",55,invalid
DLC1752,"[278, 639]","[377, 639]",55,invalid
DLC1760,"[301, 635]","[395, 634]",55,invalid
DLC1768,"[297, 635]","[389, 636]",55,invalid
DLC1776,"[327, 635]","[452, 647]",55,invalid
DLC1784,"[308, 636]","[408, 641]",55,invalid
DLC1792,"[271, 643]","[358, 638]",55,invalid
DLC1800,"[265, 637]","[349, 639]",55,invalid
DLC1808,"[279, 637]","[374, 642]",55,invalid
DLC1816,"[285, 636]","[356, 636]",55,invalid
DLC1824,"[182, 645]","[369, 646]",55,invalid
DLC1832,"[263, 651]","[371, 652]",55,invalid
DLC1840,"[292, 647]","[411, 643]",55,invalid
DLC1848,"[295, 640]","[379, 644]",55,invalid
DLC1856,"[314, 633]","[429, 634]",55,invalid
DLC1864,"[296, 630]","[406, 633]",55,invalid
DLC1872,"[284, 635]","[393, 637]",55,invalid
DLC1880,"[321, 637]","[397, 632]",55,invalid
DLC1888,"[276, 641]","[414, 650]",55,invalid
DLC1896,"[222, 645]","[368, 638]",55,invalid
DLC1904,"[282, 642]","[416, 640]",55,invalid
DLC1912,"[286, 642]","[382, 634]",55,invalid
DLC1920,"[332, 639]","[410, 641]",55,invalid
DLC1928,"[297, 657]","[396, 651]",55,invalid
DLC1936,"[313, 654]","[395, 654]",55,invalid
DLC1944,"[267, 664]","[375, 670]",55,invalid
DLC1952,"[256, 669]","[358, 671]",55,invalid
DLC1960,"[298, 663]","[446, 666]",55,invalid
DLC1968,"[310, 656]","[428, 660]",55,invalid
DLC1976,"[322, 658]","[427, 651]",55,invalid
DLC1984,"[303, 647]","[427, 649]",55,invalid
DLC1992,"[304, 650]","[436, 650]",55,invalid
DLC2000,"[344, 644]","[478, 649]",55,invalid
DLC2008,"[319, 634]","[450, 637]",55,invalid
DLC2016,"[336, 638]","[418, 637]",55,invalid
DLC2024,"[326, 645]","[448, 640]",55,invalid
DLC2032,"[304, 643]","[444, 647]",55,invalid
DLC2040,"[299, 653]","[423, 655]",55,invalid
DLC2048,"[263, 655]","[417, 652]",55,invalid
DLC2056,"[303, 656]","[412, 652]",55,invalid
DLC2064,"[284, 655]","[420, 644]",55,invalid
DLC2072,"[286, 642]","[404, 632]",55,invalid
DLC2080,"[307, 632]","[443, 632]",55,invalid
DLC2088,"[348, 630]","[431, 627]",55,invalid
DLC2096,"[324, 624]","[431, 627]",55,invalid
DLC2104,"[333, 629]","[444, 622]",55,invalid
DLC2112,"[291, 621]","[465, 618]",55,invalid
DLC2120,"[304, 615]","[417, 622]",55,invalid
DLC2128,"[281, 634]","[438, 628]",55,invalid
